sys_id,n_ie,n_pages,n_lines,n_chars
990053776410205171,1,2,34,111
990053776420205171,1,2,46,71
990053776430205171,1,2,48,89
990053776440205171,1,2,22,112
990053776460205171,1,2,16,125
990053776470205171,1,2,22,188
990053776480205171,1,2,22,96
990053776490205171,1,2,29,89
990053776500205171,1,2,22,43
990053776520205171,1,2,37,346
990053776550205171,1,2,14,81
990053776560205171,1,2,11,16
990053776570205171,1,2,21,54
990053776580205171,1,2,7,9
990053776590205171,1,2,4,11
990053776600205171,1,2,4,11
990053776610205171,1,2,5,6
990053776620205171,1,2,7,35
990053776630205171,1,2,39,254
990053776640205171,1,2,28,55
990053776650205171,1,2,9,20
990053776660205171,1,2,30,155
990053776670205171,1,2,12,15
990053776680205171,1,2,18,37
990053776690205171,1,2,35,80
990053776700205171,1,2,25,40
990053776710205171,1,2,25,140
990053776720205171,1,2,35,51
990053776730205171,1,2,40,132
990053776740205171,1,2,26,269
990053776750205171,1,2,37,81
990053776760205171,1,2,18,49
990053776770205171,1,2,8,9
990053776790205171,1,2,11,21
990053776810205171,1,2,13,117
990053776820205171,1,2,12,21
990053776830205171,1,2,5,8
990053776850205171,1,2,16,154
990053776860205171,1,2,28,73
990053776870205171,1,2,28,98
990053776890205171,1,2,26,164
990053776900205171,1,2,26,51
990053776910205171,1,2,19,128
990053776920205171,1,2,38,260
990053776930205171,1,2,35,137
990053776940205171,1,2,38,87
990053776960205171,1,2,14,30
990053776970205171,1,2,38,59
990053776980205171,1,2,15,24
990053776990205171,1,2,7,9
990053777000205171,1,2,15,30
990053777010205171,1,2,26,100
990053777020205171,1,2,29,35
990053777040205171,1,2,11,72
990053777050205171,1,2,22,41
990053777060205171,1,2,12,15
990053777070205171,1,2,6,11
990053777080205171,1,2,4,5
990053777090205171,1,2,17,31
990053777100205171,1,2,3,4
990053777110205171,1,2,14,18
990053777130205171,1,2,5,12
990053777140205171,1,2,13,22
990053777150205171,1,2,5,11
990053777160205171,1,2,5,13
990053777170205171,1,2,7,10
990053777180205171,1,2,30,44
990053777190205171,1,2,12,18
990053777210205171,1,2,36,52
990053777220205171,1,2,34,46
990053777230205171,1,2,32,209
990053777240205171,1,2,6,7
990053777250205171,1,2,26,43
990053777260205171,1,2,7,17
990053777270205171,1,2,15,28
990053777280205171,1,2,10,27
990053777290205171,1,2,2,5
990053777300205171,1,2,31,130
990053777310205171,1,2,12,23
990053777320205171,1,2,33,59
990053777330205171,1,2,33,89
990053777340205171,1,2,54,91
990053777350205171,1,2,54,88
990053777360205171,1,2,15,57
990053777370205171,1,2,30,148
990053777380205171,1,2,3,6
990053777390205171,1,2,5,5
990053777400205171,1,2,33,44
990053777410205171,1,2,13,25
990053777430205171,1,2,18,34
990053777450205171,1,2,24,56
990053777460205171,1,2,35,72
990053777470205171,1,2,66,108
990053777480205171,1,2,15,35
990053777490205171,1,2,5,27
990053777500205171,1,2,4,4
990053777530205171,1,2,4,24
990053777540205171,1,2,39,52
990053777550205171,1,2,11,58
990053777570205171,1,2,37,88
990053777580205171,1,2,12,21
990053777590205171,1,2,27,57
990053777600205171,1,2,19,80
990053777610205171,1,2,39,111
990053777620205171,1,2,11,30
990053777630205171,1,2,26,47
990053777640205171,1,2,31,61
990053777650205171,1,2,15,26
990053777670205171,1,2,32,98
990053777680205171,1,2,36,259
990053777690205171,1,2,31,163
990053777700205171,1,2,3,5
990053777710205171,1,2,1,1
990053777720205171,1,2,26,45
990053777730205171,1,2,9,22
990053777740205171,1,2,16,25
990053777750205171,1,2,8,18
990053777760205171,1,2,11,22
990053777780205171,1,2,6,15
990053777790205171,1,2,18,73
990053777800205171,1,2,22,44
990053777810205171,1,2,48,82
990053777820205171,1,2,17,32
990053777830205171,1,2,45,156
990053777840205171,1,2,18,38
990053777850205171,1,2,64,111
990053777860205171,1,2,32,71
990053777870205171,1,2,60,122
990053777880205171,1,2,16,108
990053777890205171,1,2,17,25
990053777900205171,1,2,5,6
990053777910205171,1,2,21,27
990053777920205171,1,2,20,28
990053777940205171,1,2,67,112
990053777950205171,1,2,49,97
990053777960205171,1,2,35,104
990053777970205171,1,2,16,42
990053777980205171,1,2,24,82
990053777990205171,1,2,46,176
990053778000205171,1,2,17,51
990053778010205171,1,2,34,84
990053778030205171,1,2,58,109
990053778040205171,1,2,28,120
990053778050205171,1,2,36,110
990053778060205171,1,2,11,59
990053778070205171,1,2,18,36
990053778080205171,1,2,9,27
990053778090205171,1,2,15,22
990053778100205171,1,2,8,16
990053778110205171,1,2,19,30
990053778120205171,1,2,14,35
990053778130205171,1,2,11,21
990053778140205171,1,2,16,22
990053778160205171,1,2,2,3
990053778170205171,1,2,4,6
990053778180205171,1,2,9,21
990053778190205171,1,2,6,13
990053778200205171,1,2,18,28
990053778210205171,1,2,12,17
990053778230205171,1,2,13,26
990053778240205171,1,2,35,121
990053778250205171,1,2,24,37
990053778260205171,1,2,25,37
990053778270205171,1,2,9,25
990053778280205171,1,2,40,105
990053778290205171,1,2,25,44
990053778300205171,1,2,20,37
990053778320205171,1,2,4,5
990053778330205171,1,2,8,12
990053778340205171,1,2,38,58
990053778350205171,1,2,41,96
990053778360205171,1,2,38,68
990053778370205171,1,2,41,122
990053778380205171,1,2,25,35
990053778390205171,1,2,37,89
990053778400205171,1,2,8,11
990053778410205171,1,2,20,29
990053778420205171,1,2,22,35
990053778430205171,1,2,29,102
990053778440205171,1,2,21,79
990053778450205171,1,2,25,98
990053778460205171,1,2,34,130
990053778470205171,1,2,28,52
990053778480205171,1,2,27,59
990053778490205171,1,2,42,208
990053778500205171,1,2,33,240
990053778510205171,1,2,47,380
990053778520205171,1,2,29,217
990053778530205171,1,2,22,107
990053778540205171,1,2,22,145
990053778550205171,1,4,107,654
990053778560205171,1,4,30,149
990053778570205171,1,4,85,608
990053778580205171,1,6,79,550
990053778590205171,1,2,32,209
990053778600205171,1,4,54,359
990053778610205171,1,2,40,394
990053778620205171,1,2,14,155
990053778630205171,1,2,26,154
990053778640205171,1,2,54,186
990053778650205171,1,4,52,483
990053778660205171,1,2,32,290
990053778670205171,1,2,54,438
990053778680205171,1,2,53,381
990053778690205171,1,2,104,1575
990053778700205171,1,2,34,210
990053778710205171,1,2,96,1574
990053778720205171,1,2,15,603
990053778730205171,1,2,53,181
990053778740205171,1,2,56,302
990053778750205171,1,2,52,419
990053778760205171,1,2,32,202
990053778770205171,1,2,33,283
990053778780205171,1,6,93,918
990053778790205171,1,6,54,220
990053778800205171,1,2,46,481
990053778810205171,1,2,33,207
990053778820205171,1,2,22,38
990053778830205171,1,2,43,87
990053778840205171,1,2,61,408
990053778850205171,1,2,44,155
990053778860205171,1,2,29,242
990053778870205171,1,2,19,66
990053778880205171,1,2,35,121
990053778890205171,1,2,33,393
990053778900205171,1,2,42,69
990053778910205171,1,2,19,129
990053778920205171,1,2,35,345
990053778930205171,1,2,34,60
990053778940205171,1,2,40,139
990053778950205171,1,2,79,572
990053778960205171,1,2,26,135
990053778970205171,1,2,33,259
990053778980205171,1,2,36,318
990053778990205171,1,2,24,100
990053779000205171,1,2,39,422
990053779010205171,1,2,29,270
990053779020205171,1,2,32,272
990053779030205171,1,2,28,181
990053779040205171,1,2,49,264
990053779050205171,1,2,36,138
990053779060205171,1,2,48,109
990053779070205171,1,2,54,199
990053779080205171,1,2,53,415
990053779090205171,1,2,29,388
990053779100205171,1,2,37,828
990053779110205171,1,2,35,119
990053779120205171,1,2,33,153
990053779130205171,1,2,39,194
990053779140205171,1,2,26,62
990053779150205171,1,2,46,82
990053779160205171,1,2,22,133
990053779170205171,1,2,16,36
990053779180205171,1,2,30,73
990053779190205171,1,2,23,240
990053779200205171,1,2,28,342
990053779210205171,1,2,32,122
990053779220205171,1,2,40,179
990053779230205171,1,2,36,259
990053779240205171,1,2,48,377
990053779250205171,1,2,45,297
990053779260205171,1,2,37,148
990053779270205171,1,2,44,503
990053779280205171,1,4,73,1125
990053779290205171,1,2,39,1254
990053779300205171,1,2,32,723
990053779320205171,1,2,20,338
990053779330205171,1,2,22,637
990053779340205171,1,2,28,1170
990053779350205171,1,2,53,1330
990053779360205171,1,2,80,2276
990053779370205171,1,2,50,1613
990053779380205171,1,2,26,703
990053779390205171,1,2,39,1474
990053779400205171,1,2,53,1215
990053779410205171,1,4,95,1874
990053779420205171,1,2,89,681
990053779430205171,1,2,30,328
990053779440205171,1,2,49,957
990053779450205171,1,2,52,1973
990053779460205171,1,6,50,982
990053779470205171,1,2,49,1746
990053779480205171,1,2,64,1860
990053779490205171,1,2,40,1464
990053779500205171,1,2,34,367
990053779510205171,1,4,87,2038
990053779520205171,1,2,32,886
990053779530205171,1,2,24,1070
990053779540205171,1,2,25,697
990053779550205171,1,2,41,1363
990053779560205171,1,2,56,1162
990053779570205171,1,2,45,1200
990053779580205171,1,2,246,6744
990053779590205171,1,5,308,12808
990053779600205171,1,4,122,3448
990053779610205171,1,2,109,4842
990053779620205171,1,2,38,1027
990053779630205171,1,2,31,783
990053779640205171,1,2,53,1376
990053779650205171,1,2,42,1298
990053779660205171,1,2,54,2050
990053779670205171,1,2,40,1076
990053779680205171,1,2,39,473
990053779690205171,1,2,49,1411
990053779700205171,1,2,44,1212
990053779710205171,1,2,105,4122
990053779720205171,1,2,71,2063
990053779730205171,1,2,159,9944
990053779740205171,1,2,38,976
990053779750205171,1,2,98,2932
990053779760205171,1,2,51,2082
990053779770205171,1,2,94,2964
990053779780205171,1,2,54,2048
990053779790205171,1,4,332,14693
990053779800205171,1,2,107,4041
990053779810205171,1,2,107,4077
990053779820205171,1,2,105,5313
990053779830205171,1,2,36,1114
990053779840205171,1,2,30,668
990053779850205171,1,2,72,1963
990053779860205171,1,2,135,6720
990053779870205171,1,2,73,2091
990053779880205171,1,2,153,9224
990053779890205171,1,2,74,2265
990053779900205171,1,2,71,4029
990053779910205171,1,2,36,1242
990053779920205171,1,2,58,991
990053779930205171,1,2,161,2930
990053779940205171,1,2,114,3561
990053779950205171,1,2,105,4650
990053779960205171,1,2,51,1719
990053779970205171,1,2,73,4740
990053779980205171,1,2,169,3678
990053779990205171,1,2,158,3747
990053780000205171,1,2,39,1549
990053780010205171,1,2,50,2560
990053780020205171,1,4,346,13143
990053780030205171,1,2,80,1584
990053780040205171,1,2,55,1934
990053780050205171,1,2,44,4000
990053780060205171,1,2,28,987
990053780070205171,1,2,26,707
990053780080205171,1,2,36,899
990053780090205171,1,2,40,2326
990053780100205171,1,2,96,1863
990053780110205171,1,2,127,2552
990053780120205171,1,2,143,7600
990053780130205171,1,2,44,993
990053780140205171,1,2,64,1531
990053780150205171,1,2,30,746
990053780160205171,1,2,55,1289
990053780170205171,1,2,68,1128
990053780180205171,1,2,38,686
990053780190205171,1,2,54,1047
990053780200205171,1,2,47,805
990053780210205171,1,4,98,1509
990053780220205171,1,2,34,864
990053780230205171,1,8,139,3154
990053780240205171,1,2,45,1197
990053780250205171,1,4,85,1899
990053780260205171,1,2,38,557
990053780270205171,1,2,44,783
990053780280205171,1,2,101,1500
990053780290205171,1,2,64,1916
990053780300205171,1,2,32,1008
990053780310205171,1,2,58,697
990053780320205171,1,2,67,765
990053780330205171,1,2,34,431
990053780340205171,1,2,31,701
990053780350205171,1,2,30,345
990053780360205171,1,2,30,699
990053780370205171,1,2,68,1619
990053780380205171,1,2,88,2345
990053780390205171,1,2,30,721
990053780400205171,1,2,42,1177
990053780410205171,1,2,61,1584
990053780420205171,1,2,46,1325
990053780430205171,1,2,33,845
990053780440205171,1,2,116,2623
990053780450205171,1,2,75,1145
990053780460205171,1,6,66,1221
990053780470205171,1,2,12,72
990053780480205171,1,2,2,2
990053780490205171,1,2,37,275
990053780500205171,1,2,35,434
990053780510205171,1,2,27,457
990053780520205171,1,2,11,51
990053780530205171,1,4,44,504
990053780540205171,1,2,17,102
990053780550205171,1,2,34,135
990053780560205171,1,2,58,349
990053780570205171,1,2,36,65
990053780580205171,1,2,48,643
990053780600205171,1,4,73,1137
990053780610205171,1,2,22,160
990053780620205171,1,2,14,31
990053780630205171,1,2,23,268
990053780640205171,1,2,44,173
990053780650205171,1,2,10,132
990053780660205171,1,2,14,130
990053780670205171,1,2,32,178
990053780680205171,1,2,17,88
990053780690205171,1,4,35,340
990053780700205171,1,2,17,146
990053780710205171,1,4,30,560
990053780720205171,1,2,43,1154
990053780730205171,1,4,60,1147
990053780740205171,1,2,34,532
990053780750205171,1,2,57,696
990053780760205171,1,2,27,217
990053780770205171,1,2,13,46
990053780780205171,1,2,38,1410
990053780790205171,1,2,36,354
990053780800205171,1,2,43,764
990053780810205171,1,2,25,86
990053780820205171,1,2,32,826
990053780830205171,1,2,39,372
990053780840205171,1,4,55,622
990053780850205171,1,2,18,214
990053780860205171,1,2,25,398
990053780870205171,1,2,15,99
990053780880205171,1,2,24,199
990053780890205171,1,2,48,1906
990053780910205171,1,2,22,896
990053780920205171,1,2,32,682
990053780930205171,1,2,25,320
990053780940205171,1,2,26,460
990053780950205171,1,2,35,468
990053780960205171,1,2,51,899
990053780970205171,1,2,40,914
990053780980205171,1,2,28,332
990053780990205171,1,2,26,324
990053781000205171,1,2,48,1228
990053781010205171,1,2,38,981
990053781020205171,1,2,27,454
990053781030205171,1,4,60,558
990053781040205171,1,2,37,1013
990053781050205171,1,2,118,4227
990053781060205171,1,2,34,1224
990053781070205171,1,2,17,88
990053781080205171,1,8,237,3651
990053781090205171,1,7,363,14205
990053781100205171,1,2,82,1920
990053781110205171,1,2,44,551
990053781120205171,1,2,19,241
990053781130205171,1,2,38,327
990053781140205171,1,2,20,639
990053781150205171,1,2,27,304
990053781160205171,1,2,29,638
990053781170205171,1,2,28,286
990053781180205171,1,2,35,236
990053781190205171,1,2,31,695
990053781200205171,1,2,36,1151
990053781210205171,1,2,33,504
990053781220205171,1,2,33,476
990053781230205171,1,2,19,179
990053781240205171,1,2,38,747
990053781250205171,1,2,26,638
990053781270205171,1,2,42,1333
990053781280205171,1,2,36,673
990053781290205171,1,2,32,312
990053781300205171,1,2,23,282
990053781310205171,1,6,70,949
990053781320205171,1,2,40,945
990053781330205171,1,2,107,1370
990053781340205171,1,2,25,299
990053781350205171,1,2,38,319
990053781360205171,1,2,29,1283
990053781370205171,1,2,44,406
990053781380205171,1,4,48,475
990053781390205171,1,2,15,100
990053781400205171,1,2,15,97
990053781410205171,1,2,24,138
990053781420205171,1,2,35,244
990053781430205171,1,2,35,269
990053781440205171,1,2,34,268
990053781450205171,1,2,22,189
990053781460205171,1,2,44,392
990053781470205171,1,2,63,1922
990053781480205171,1,2,109,3257
990053781490205171,1,2,61,2230
990053781500205171,1,2,231,3954
990053781510205171,1,2,329,6339
990053781520205171,1,2,70,4170
990053781530205171,1,2,69,4438
990053781540205171,1,2,163,8644
990053781550205171,1,2,103,3398
990053781560205171,1,2,111,1131
990053781570205171,1,2,213,19445
990053781580205171,1,2,208,18773
990053781590205171,1,2,72,3618
990053781600205171,1,2,116,1201
990053781610205171,1,2,215,4494
990053781620205171,1,2,187,4455
990053781630205171,1,2,94,2680
990053781640205171,1,2,312,7626
990053781650205171,1,2,238,5747
990053781660205171,1,2,113,2872
990053781670205171,1,2,447,15863
990053781680205171,1,2,190,8365
990053781690205171,1,2,167,9590
990053781700205171,1,2,148,4736
990053781710205171,1,2,209,8577
990053781720205171,1,2,100,4350
990053781730205171,1,2,107,4509
990053781740205171,1,2,161,5513
990053781750205171,1,2,170,6105
990053781760205171,1,2,57,7032
990053781770205171,1,2,67,8061
990053781780205171,1,2,189,10999
990053781790205171,1,2,137,4103
990053781800205171,1,2,152,2810
990053781810205171,1,2,104,5036
990053781820205171,1,2,217,9697
990053781830205171,1,2,144,5948
990053781840205171,1,3,359,13321
990053781850205171,1,2,213,10119
990053781860205171,1,2,215,10495
990053781870205171,1,2,359,10508
990053781880205171,1,2,85,2246
990053781890205171,1,2,199,6670
990053781900205171,1,2,176,5820
990053781910205171,1,2,296,5113
990053781920205171,1,2,218,9899
990053781930205171,1,2,62,2446
990053781940205171,1,2,157,2206
990053781950205171,1,2,105,4681
990053781970205171,1,2,126,2436
990053781980205171,1,2,58,2812
990053781990205171,1,2,78,4363
990053782000205171,1,2,105,1484
990053782010205171,1,2,155,3251
990053782020205171,1,2,81,5225
990053782030205171,1,2,56,2738
990053782040205171,1,4,135,1386
990053782050205171,1,2,145,3416
990053782060205171,1,3,215,6351
990053782070205171,1,2,101,2170
990053782080205171,1,2,172,4998
990053782090205171,1,2,55,1572
990053782100205171,1,2,66,3963
990053782110205171,1,4,151,4060
990053782120205171,1,2,77,2739
990053782130205171,1,2,136,6358
990053782140205171,1,2,37,1107
990053782150205171,1,2,42,421
990053782160205171,1,6,337,23418
990053782170205171,1,2,69,4800
990053782190205171,1,2,110,4278
990053782210205171,1,2,129,4572
990053782220205171,1,2,151,4415
990053782230205171,1,2,75,3746
990053782240205171,1,2,148,4842
990053782250205171,1,2,79,4348
990053782260205171,1,2,109,4382
990053782270205171,1,2,106,4499
990053782290205171,1,2,24,97
990053782300205171,1,2,50,1562
990053782310205171,1,2,25,172
990053782320205171,1,2,32,875
990053782330205171,1,2,36,595
990053782340205171,1,2,29,284
990053782350205171,1,2,37,331
990053782360205171,1,2,24,722
990053782370205171,1,2,112,2570
990053782380205171,1,2,53,811
990053782390205171,1,2,27,404
990053782400205171,1,2,17,173
990053782410205171,1,6,64,549
990053782420205171,1,2,31,790
990053782430205171,1,2,39,339
990053782440205171,1,2,13,136
990053782450205171,1,2,39,679
990053782460205171,1,2,49,567
990053782470205171,1,2,43,1006
990053782480205171,1,2,38,867
990053782490205171,1,2,26,828
990053782500205171,1,2,52,794
990053782510205171,1,2,40,559
990053782520205171,1,2,31,343
990053782530205171,1,2,32,399
990053782540205171,1,2,27,225
990053782550205171,1,2,25,526
990053782560205171,1,2,29,517
990053782570205171,1,2,54,1762
990053782580205171,1,2,30,670
990053782590205171,1,2,49,885
990053782600205171,1,2,25,795
990053782610205171,1,2,59,1197
990053782620205171,1,2,31,406
990053782630205171,1,4,54,314
990053782640205171,1,6,126,2219
990053782650205171,1,8,54,94
990053782660205171,1,2,30,736
990053782670205171,1,2,28,593
990053782680205171,1,2,33,237
990053782690205171,1,2,20,781
990053782700205171,1,2,48,111
990053782710205171,1,2,26,991
990053782720205171,1,2,41,475
990053782730205171,1,2,33,389
990053782740205171,1,2,23,160
990053782750205171,1,2,46,504
990053782760205171,1,2,28,386
990053782770205171,1,2,52,1272
990053782780205171,1,2,31,128
990053782790205171,1,2,35,601
990053782800205171,1,4,99,927
990053782810205171,1,2,24,64
990053782820205171,1,2,27,348
990053782830205171,1,2,34,468
990053782840205171,1,2,40,1122
990053782850205171,1,2,39,231
990053782860205171,1,2,26,214
990053782870205171,1,2,24,278
990053782880205171,1,2,40,233
990053782890205171,1,2,18,133
990053782900205171,1,2,49,1027
990053782910205171,1,2,32,311
990053782920205171,1,2,25,618
990053782930205171,1,2,26,198
990053782940205171,1,2,29,383
990053782950205171,1,2,31,56
990053782960205171,1,2,27,99
990053782970205171,1,2,24,131
990053782980205171,1,2,35,196
990053782990205171,1,2,29,376
990053783000205171,1,2,25,224
990053783010205171,1,2,12,91
990053783020205171,1,2,17,119
990053783040205171,1,2,32,657
990053783050205171,1,2,13,36
990053783060205171,1,2,20,317
990053783070205171,1,2,30,586
990053783080205171,1,2,55,890
990053783100205171,1,2,54,294
990053783110205171,1,2,30,233
990053783130205171,1,2,41,291
990053783140205171,1,2,24,195
990053783150205171,1,2,23,363
990053783160205171,1,2,19,162
990053783170205171,1,2,6,9
990053783180205171,1,2,51,571
990053783190205171,1,2,44,525
990053783200205171,1,2,53,548
990053783210205171,1,2,37,299
990053783220205171,1,4,40,248
990053783230205171,1,2,25,452
990053783240205171,1,2,66,1648
990053783250205171,1,2,43,1685
990053783260205171,1,2,41,1595
990053783270205171,1,6,52,1570
990053783280205171,1,2,42,1567
990053783290205171,1,2,29,648
990053783300205171,1,2,32,763
990053783310205171,1,4,56,813
990053783320205171,1,2,63,934
990053783330205171,1,2,19,919
990053783340205171,1,2,28,1146
990053783350205171,1,2,81,2560
990053783360205171,1,2,71,1688
990053783370205171,1,2,37,535
990053783380205171,1,2,28,933
990053783390205171,1,2,66,792
990053783400205171,1,2,43,1113
990053783410205171,1,2,39,845
990053783420205171,1,2,35,768
990053783430205171,1,2,109,3231
990053783440205171,1,2,96,2470
990053783450205171,1,2,28,295
990053783460205171,1,2,36,827
990053783470205171,1,2,19,187
990053783480205171,1,2,76,2360
990053783490205171,1,2,30,496
990053783500205171,1,2,20,643
990053783510205171,1,2,43,1493
990053783520205171,1,2,100,1702
990053783530205171,1,2,53,1703
990053783540205171,1,2,49,1341
990053783550205171,1,2,34,862
990053783560205171,1,4,60,1285
990053783570205171,1,2,32,713
990053783580205171,1,2,34,988
990053783590205171,1,2,64,1649
990053783600205171,1,2,33,658
990053783610205171,1,2,46,1994
990053783620205171,1,2,23,446
990053783630205171,1,2,66,2207
990053783640205171,1,2,43,1147
990053783650205171,1,2,27,586
990053783660205171,1,2,42,894
990053783670205171,1,2,26,664
990053783680205171,1,2,47,1427
990053783690205171,1,2,89,2221
990053783700205171,1,2,31,697
990053783710205171,1,2,53,2416
990053783720205171,1,2,115,3405
990053783730205171,1,2,74,2009
990053783740205171,1,2,60,868
990053783750205171,1,2,37,891
990053783760205171,1,2,65,490
990053783770205171,1,2,33,1248
990053783780205171,1,2,40,1377
990053783790205171,1,2,28,612
990053783800205171,1,2,29,388
990053783810205171,1,2,49,1460
990053783820205171,1,2,158,2536
990053783830205171,1,2,66,2147
990053783840205171,1,2,40,915
990053783850205171,1,2,48,1833
990053783860205171,1,2,61,2537
990053783870205171,1,2,43,696
990053783880205171,1,2,30,389
990053783890205171,1,2,127,5878
990053783900205171,1,2,47,1943
990053783910205171,1,2,74,2296
990053783920205171,1,2,27,461
990053783930205171,1,2,73,1776
990053783940205171,1,2,62,3107
990053783950205171,1,2,46,1677
990053783960205171,1,2,54,3790
990053783970205171,1,2,48,3243
990053783980205171,1,2,65,762
990053783990205171,1,2,37,1686
990053784000205171,1,2,29,1574
990053784010205171,1,2,36,930
990053784020205171,1,2,68,1682
990053784030205171,1,2,76,1946
990053784040205171,1,2,35,854
990053784050205171,1,2,39,1559
990053784060205171,1,2,53,937
990053784070205171,1,2,109,3201
990053784080205171,1,2,82,2524
990053784090205171,1,2,59,1146
990053784100205171,1,2,32,981
990053784110205171,1,2,106,3459
990053784120205171,1,2,37,1133
990053784130205171,1,2,64,1506
990053784140205171,1,2,60,3081
990053784150205171,1,6,163,2065
990053784160205171,1,2,81,2157
990053784170205171,1,2,53,1971
990053784180205171,1,2,36,937
990053784190205171,1,2,98,2128
990053784200205171,1,2,94,3458
990053784210205171,1,2,37,1124
990053784220205171,1,2,27,388
990053784230205171,1,2,22,99
990053784240205171,1,2,22,163
990053784250205171,1,2,33,152
990053784260205171,1,2,24,242
990053784270205171,1,2,17,59
990053784280205171,1,2,46,559
990053784290205171,1,2,61,121
990053784300205171,1,2,39,553
990053784310205171,1,6,46,218
990053784320205171,1,2,24,201
990053784330205171,1,2,31,61
990053784340205171,1,2,45,118
990053784350205171,1,2,32,191
990053784360205171,1,2,25,122
990053784370205171,1,2,11,47
990053784380205171,1,2,17,125
990053784390205171,1,2,3,9
990053784400205171,1,6,161,821
990053784410205171,1,2,16,65
990053784420205171,1,2,28,124
990053784430205171,1,2,32,273
990053784440205171,1,2,36,128
990053784460205171,1,2,15,90
990053784470205171,1,2,12,43
990053784480205171,1,2,17,130
990053784490205171,1,2,7,17
990053784510205171,1,2,21,127
990053784520205171,1,2,35,640
990053784530205171,1,2,46,111
990053784540205171,1,2,23,134
990053784550205171,1,2,26,146
990053784560205171,1,2,39,173
990053784570205171,1,2,24,420
990053784580205171,1,2,42,603
990053784590205171,1,2,24,247
990053784600205171,1,2,15,182
990053784610205171,1,2,23,176
990053784620205171,1,2,46,317
990053784630205171,1,12,164,2858
990053784640205171,1,14,162,1501
990053784650205171,1,10,133,1205
990053784660205171,1,6,55,304
990053784670205171,1,2,27,248
990053784680205171,1,2,37,270
990053784690205171,1,2,10,173
990053784700205171,1,2,24,162
990053784710205171,1,2,38,220
990053784720205171,1,2,10,45
990053784730205171,1,2,26,353
990053784740205171,1,2,18,115
990053784750205171,1,2,26,242
990053784760205171,1,2,5,9
990053784770205171,1,2,7,50
990053784780205171,1,2,27,319
990053784790205171,1,2,37,312
990053784800205171,1,2,18,289
990053784810205171,1,2,17,177
990053784820205171,1,2,8,83
990053784830205171,1,2,36,162
990053784840205171,1,2,7,42
990053784850205171,1,2,5,5
990053784860205171,1,2,27,73
990053784870205171,1,2,30,49
990053784880205171,1,2,22,47
990053784890205171,1,2,24,291
990053784900205171,1,2,24,144
990053784910205171,1,2,10,18
990053784920205171,1,2,22,159
990053784950205171,1,2,18,74
990053784960205171,1,2,29,88
990053784970205171,1,2,19,151
990053784980205171,1,2,12,77
990053784990205171,1,2,33,129
990053785000205171,1,2,12,206
990053785010205171,1,2,26,148
990053785020205171,1,2,24,107
990053785030205171,1,2,13,182
990053785040205171,1,2,13,150
990053785050205171,1,2,8,35
990053785060205171,1,2,12,137
990053785070205171,1,2,10,34
990053785080205171,1,2,22,87
990053785090205171,1,2,11,40
990053785100205171,1,2,35,241
990053785110205171,1,2,31,248
990053785120205171,1,2,17,209
990053785130205171,1,2,33,241
990053785140205171,1,2,54,559
990053785150205171,1,2,36,350
990053785160205171,1,2,18,458
990053785170205171,1,2,20,199
990053785180205171,1,2,16,371
990053785200205171,1,2,24,304
990053785210205171,1,2,19,191
990053785220205171,1,2,36,281
990053785230205171,1,2,27,48
990053785240205171,1,2,15,58
990053785250205171,1,2,24,643
990053785260205171,1,2,33,890
990053785270205171,1,2,3,36
990053785280205171,1,2,56,1883
990053785290205171,1,2,34,562
990053785300205171,1,2,51,741
990053785310205171,1,2,54,1005
990053785320205171,1,2,40,703
990053785330205171,1,2,9,28
990053785340205171,1,2,25,209
990053785350205171,1,2,32,338
990053785360205171,1,2,49,729
990053785370205171,1,2,27,734
990053785380205171,1,2,34,873
990053785390205171,1,2,12,149
990053785400205171,1,2,40,297
990053785410205171,1,2,27,831
990053785420205171,1,2,52,1064
990053785430205171,1,2,31,602
990053785440205171,1,2,32,749
990053785450205171,1,2,26,533
990053785460205171,1,2,38,636
990053785470205171,1,2,34,509
990053785480205171,1,2,50,743
990053785490205171,1,6,69,1231
990053785500205171,1,2,29,176
990053785510205171,1,2,31,652
990053785520205171,1,2,31,625
990053785530205171,1,2,34,480
990053785540205171,1,2,29,637
990053785550205171,1,2,21,281
990053785560205171,1,2,36,717
990053785570205171,1,2,41,188
990053785580205171,1,2,36,283
990053785590205171,1,2,37,275
990053785600205171,1,2,17,94
990053785610205171,1,2,32,474
990053785620205171,1,2,16,458
990053785630205171,1,2,26,216
990053785640205171,1,2,24,277
990053785650205171,1,2,80,1907
990053785660205171,1,2,46,911
990053785670205171,1,6,52,535
990053785680205171,1,2,63,164
990053785690205171,1,2,36,347
990053785700205171,1,2,40,791
990053785710205171,1,2,15,126
990053785720205171,1,2,50,1068
990053785730205171,1,2,56,1125
990053785740205171,1,2,31,109
990053785750205171,1,2,11,28
990053785760205171,1,2,31,587
990053785770205171,1,2,33,131
990053785780205171,1,2,29,496
990053785790205171,1,2,29,350
990053785820205171,1,2,38,172
990053785830205171,1,2,38,114
990053785840205171,1,2,33,289
990053785850205171,1,2,6,11
990053785860205171,1,2,3,4
990053785880205171,1,2,3,3
990053785900205171,1,2,22,814
990053785910205171,1,4,530,19689
990053785920205171,1,2,119,4553
990053785930205171,1,2,181,5856
990053785940205171,1,4,194,7356
990053785950205171,1,8,342,19987
990053785960205171,1,25,750,6243
990053785970205171,1,2,257,2315
990053785980205171,1,2,59,3131
