rank,tier,tier_reason,canonical_id,shelf_mark,institution_group,collection,ktiv_known,ktiv_ready,ktiv_manifest_url,ktiv_search_url
16567,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_27,Paris AIU: IV.C.27,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.27&searchType=METADATA&ftsMethod=0&searchName=regular"
16568,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_28,Paris AIU: IV.C.28,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.28&searchType=METADATA&ftsMethod=0&searchName=regular"
16569,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_29,Paris AIU: IV.C.29,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.29&searchType=METADATA&ftsMethod=0&searchName=regular"
16570,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_30,Paris AIU: IV.C.30,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.30&searchType=METADATA&ftsMethod=0&searchName=regular"
16571,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_31_IV_C_33,Paris AIU: IV.C.31 IV.C.33,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.31%20IV.C.33&searchType=METADATA&ftsMethod=0&searchName=regular"
16572,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_349,Paris AIU: IV.C.349,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.349&searchType=METADATA&ftsMethod=0&searchName=regular"
16573,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_350,Paris AIU: IV.C.350,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.350&searchType=METADATA&ftsMethod=0&searchName=regular"
16574,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_IV_C_9,Paris AIU: IV.C.9,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20IV.C.9&searchType=METADATA&ftsMethod=0&searchName=regular"
16575,2,likely open on KTIV (downloads succeeded historically),Strasbourg_5138_10_5138_14,Strasbourg: 5138/10 5138/14,Strasbourg,Strasbourg,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Strasbourg%3A%205138%2F10%205138%2F14&searchType=METADATA&ftsMethod=0&searchName=regular"
16576,2,likely open on KTIV (downloads succeeded historically),Unknown_Unknown_2873_332873_Page_332873_33_Page_33,2873.332873 Page 332873.33 Page 33,Unknown,Unknown,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,2873.332873%20Page%20332873.33%20Page%2033&searchType=METADATA&ftsMethod=0&searchName=regular"
16577,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_H_116,Vienna Wien N: H 116,Vienna_ONB,Vienna Wien N,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Vienna%20Wien%20N%3A%20H%20116&searchType=METADATA&ftsMethod=0&searchName=regular"
16578,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_H_140,Vienna Wien N: H 140,Vienna_ONB,Vienna Wien N,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Vienna%20Wien%20N%3A%20H%20140&searchType=METADATA&ftsMethod=0&searchName=regular"
16579,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_H_148,Vienna Wien N: H 148,Vienna_ONB,Vienna Wien N,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Vienna%20Wien%20N%3A%20H%20148&searchType=METADATA&ftsMethod=0&searchName=regular"
16580,2,likely open on KTIV (downloads succeeded historically),Washington_Freer_F_20,Washington D.C. Freer: F 20,Washington_Freer,Washington D.C. Freer,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Washington%20D.C.%20Freer%3A%20F%2020&searchType=METADATA&ftsMethod=0&searchName=regular"
16581,2,likely open on KTIV (downloads succeeded historically),Geneva_54,Geneva: 54,Geneva,Geneva,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Geneva%3A%2054&searchType=METADATA&ftsMethod=0&searchName=regular"
16582,2,likely open on KTIV (downloads succeeded historically),Washington_Freer_F_25,Washington D.C. Freer: F 25,Washington_Freer,Washington D.C. Freer,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Washington%20D.C.%20Freer%3A%20F%2025&searchType=METADATA&ftsMethod=0&searchName=regular"
16583,2,likely open on KTIV (downloads succeeded historically),Berlin_JCB_A1_4,"Jewish Community of Berlin, Berlin, Germany Ms. A1.4",Berlin_JCB,,True,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Jewish%20Community%20of%20Berlin%2C%20Berlin%2C%20Germany%20Ms.%20A1.4&searchType=METADATA&ftsMethod=0&searchName=regular"
16584,2,likely open on KTIV (downloads succeeded historically),Berlin_JCB_A4_27,"Jewish Community of Berlin, Berlin, Germany Ms. A4.27",Berlin_JCB,,True,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Jewish%20Community%20of%20Berlin%2C%20Berlin%2C%20Germany%20Ms.%20A4.27&searchType=METADATA&ftsMethod=0&searchName=regular"
16585,2,likely open on KTIV (downloads succeeded historically),Beinecke_Beinecke_Library_Yale_University_P_CtYBR_inv_1705_qua,P.CtYBR inv. 1705 qua,Beinecke_Library_Yale_University,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,P.CtYBR%20inv.%201705%20qua&searchType=METADATA&ftsMethod=0&searchName=regular"
16586,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_231_1,DK 231.1 (alt: IX),Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20231.1%20%28alt%3A%20IX%29&searchType=METADATA&ftsMethod=0&searchName=regular"
16587,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_246_2,DK 246.2,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20246.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16588,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_314,DK 314,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20314&searchType=METADATA&ftsMethod=0&searchName=regular"
16589,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_349,DK 349,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20349&searchType=METADATA&ftsMethod=0&searchName=regular"
16590,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_354_1,DK 354.1,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20354.1&searchType=METADATA&ftsMethod=0&searchName=regular"
16591,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_369,DK 369,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20369&searchType=METADATA&ftsMethod=0&searchName=regular"
16592,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_36_11,DK 36.11,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%2036.11&searchType=METADATA&ftsMethod=0&searchName=regular"
16593,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_371,DK 371,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20371&searchType=METADATA&ftsMethod=0&searchName=regular"
16594,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_123,MIAC 123,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20123&searchType=METADATA&ftsMethod=0&searchName=regular"
16595,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_17,MIAC 17,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2017&searchType=METADATA&ftsMethod=0&searchName=regular"
16596,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_202,MIAC 202,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20202&searchType=METADATA&ftsMethod=0&searchName=regular"
16597,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_21,MIAC 21,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2021&searchType=METADATA&ftsMethod=0&searchName=regular"
16598,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_210,MIAC 210,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20210&searchType=METADATA&ftsMethod=0&searchName=regular"
16599,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_212,MIAC 212,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20212&searchType=METADATA&ftsMethod=0&searchName=regular"
16600,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_222,MIAC 222,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20222&searchType=METADATA&ftsMethod=0&searchName=regular"
16601,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_23973_1,MIAC 23973.1,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2023973.1&searchType=METADATA&ftsMethod=0&searchName=regular"
16602,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_23973_46,MIAC 23973.46,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2023973.46&searchType=METADATA&ftsMethod=0&searchName=regular"
16603,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_266,MIAC 266,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20266&searchType=METADATA&ftsMethod=0&searchName=regular"
16604,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_268,MIAC 268,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20268&searchType=METADATA&ftsMethod=0&searchName=regular"
16605,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_288,MIAC 288,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20288&searchType=METADATA&ftsMethod=0&searchName=regular"
16606,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_294,MIAC 294,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%20294&searchType=METADATA&ftsMethod=0&searchName=regular"
16607,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_4,MIAC 4,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%204&searchType=METADATA&ftsMethod=0&searchName=regular"
16608,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_48,MIAC 48,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2048&searchType=METADATA&ftsMethod=0&searchName=regular"
16609,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_50,MIAC 50,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2050&searchType=METADATA&ftsMethod=0&searchName=regular"
16610,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_52,MIAC 52,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2052&searchType=METADATA&ftsMethod=0&searchName=regular"
16611,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_70,MIAC 70,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2070&searchType=METADATA&ftsMethod=0&searchName=regular"
16612,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_76,MIAC 76,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2076&searchType=METADATA&ftsMethod=0&searchName=regular"
16613,2,likely open on KTIV (downloads succeeded historically),Cairo_ENL_MIAC_92,MIAC 92,Cairo_ENL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,MIAC%2092&searchType=METADATA&ftsMethod=0&searchName=regular"
16614,2,likely open on KTIV (downloads succeeded historically),Cambridge_Lewis_Gibson_L_G_Misc_16,L-G Misc. 16,Cambridge_Lewis_Gibson,Lewis-Gibson,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,L-G%20Misc.%2016&searchType=METADATA&ftsMethod=0&searchName=regular"
16615,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_III_206A,"Moss. III,206A",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20III%2C206A&searchType=METADATA&ftsMethod=0&searchName=regular"
16616,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_III_206B,"Moss. III,206B",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20III%2C206B&searchType=METADATA&ftsMethod=0&searchName=regular"
16617,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_III_212_2,"Moss. III,212.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20III%2C212.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16618,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_II_144_2,"Moss. II,144.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20II%2C144.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16619,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_20_3,"Moss. IV,20.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C20.3&searchType=METADATA&ftsMethod=0&searchName=regular"
16620,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_21_4,"Moss. IV,21.4",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C21.4&searchType=METADATA&ftsMethod=0&searchName=regular"
16621,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_23,"Moss. IV,23",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C23&searchType=METADATA&ftsMethod=0&searchName=regular"
16622,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_31_3,"Moss. IV,31.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C31.3&searchType=METADATA&ftsMethod=0&searchName=regular"
16623,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_130_1,"Moss. IX,130.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C130.1&searchType=METADATA&ftsMethod=0&searchName=regular"
16624,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_27_5,"Moss. IX,27.5",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C27.5&searchType=METADATA&ftsMethod=0&searchName=regular"
16625,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_27_6,"Moss. IX,27.6",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C27.6&searchType=METADATA&ftsMethod=0&searchName=regular"
16626,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_27_7,"Moss. IX,27.7",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C27.7&searchType=METADATA&ftsMethod=0&searchName=regular"
16627,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_27_8,"Moss. IX,27.8",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C27.8&searchType=METADATA&ftsMethod=0&searchName=regular"
16628,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_27_9,"Moss. IX,27.9",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C27.9&searchType=METADATA&ftsMethod=0&searchName=regular"
16629,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_92_3,"Moss. IX,92.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C92.3&searchType=METADATA&ftsMethod=0&searchName=regular"
16630,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_2_1,"Moss. IXa,2.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C2.1&searchType=METADATA&ftsMethod=0&searchName=regular"
16631,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_2_24,"Moss. IXa,2.24",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C2.24&searchType=METADATA&ftsMethod=0&searchName=regular"
16632,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_2_50,"Moss. IXa,2.50",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C2.50&searchType=METADATA&ftsMethod=0&searchName=regular"
16633,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_3_4,"Moss. IXa,3.4",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C3.4&searchType=METADATA&ftsMethod=0&searchName=regular"
16634,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VIII_151_2,"Moss. VIII,151.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VIII%2C151.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16635,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VIII_83_2,"Moss. VIII,83.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VIII%2C83.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16636,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_101,"Moss. VII,101",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C101&searchType=METADATA&ftsMethod=0&searchName=regular"
16637,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_154_2,"Moss. VII,154.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C154.2&searchType=METADATA&ftsMethod=0&searchName=regular"
16638,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_157,"Moss. VII,157",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C157&searchType=METADATA&ftsMethod=0&searchName=regular"
16639,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_161,"Moss. VII,161",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C161&searchType=METADATA&ftsMethod=0&searchName=regular"
16640,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_163_1,"Moss. VII,163.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C163.1&searchType=METADATA&ftsMethod=0&searchName=regular"
16641,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_166_2,"Moss. VII,166.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C166.2&searchType=METADATA&ftsMethod=0&searchName=regular"
